Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1998,5.20078740157,5.81102362205,5.08661417323,7.05511811024,6.94488188976,5.94094488189,1.09448818898,2.78346456693,3.44094488189,2.75590551181,1.47637795276,1.12598425197
1999,7.02362204724,3.49212598425,4.0157480315,1.93700787402,4.03937007874,0.590551181102,0.44094488189,2.8937007874,8.80708661417,2.73228346457,2.33070866142,3.23228346457
2000,3.22440944882,1.65748031496,3.34251968504,3.53149606299,4.50393700787,4.87401574803,7.28346456693,3.8188976378,5.8188976378,0.673228346457,3.53937007874,3.20078740157
2001,3.16141732283,1.95275590551,7.4842519685,1.58267716535,2.02755905512,5.29527559055,2.03937007874,2.56299212598,5.29921259843,0.657480314961,1.36614173228,2.23622047244
2002,1.92913385827,0.708661417323,3.53543307087,3.41732283465,3.6968503937,4.48031496063,1.05511811024,4.91732283465,5.16535433071,7.20078740157,5.07480314961,4.06692913386
2003,2.30708661417,4.54724409449,4.57086614173,3.20472440945,3.40551181102,10.2637795276,3.75984251969,5.85433070866,6.02755905512,4.90551181102,4.1811023622,5.42519685039
2004,2.13385826772,2.6811023622,2.98818897638,4.11417322835,5.75984251969,3.01968503937,7.62992125984,3.02362204724,11.5078740157,1.14960629921,4.22047244094,3.70866141732
2005,4.67322834646,3.04330708661,4.96456692913,4.81102362205,1.48031496063,3.20866141732,3.56692913386,3.96456692913,0.476377952756,16.7322834646,4.46850393701,4.59842519685
2006,4.99212598425,2.87795275591,0.799212598425,5.55905511811,4.62598425197,8.54724409449,6.16535433071,6.08267716535,3.6968503937,7.07086614173,7.33858267717,2.14566929134
2007,3.64173228346,1.98818897638,5.35826771654,13.0551181102,1.87795275591,6.55905511811,6.89763779528,7.1811023622,1.80708661417,4.66141732283,3.48031496063,5.22047244094
2008,2.85826771654,5.95669291339,4.08267716535,2.76771653543,4.00787401575,4.70078740157,2.84645669291,5.58267716535,7.04724409449,3.62204724409,3.54330708661,6.62204724409
2009,2.98031496063,0.929133858268,1.75196850394,4.68897637795,5.16929133858,10.0472440945,7.1062992126,4.22834645669,2.26771653543,5.58661417323,1.61417322835,7.26771653543
2010,2.08661417323,6.6968503937,10.688976378,2.99212598425,3.01181102362,2.20472440945,2.59842519685,4.14173228346,3.66929133858,4.91338582677,2.14960629921,4.24409448819
2011,4.94094488189,3.46850393701,6.19291338583,5.35826771654,5.11023622047,3.25590551181,3.03149606299,18.9488188976,9.3937007874,6.0905511811,3.04724409449,4.00787401575
2012,3.23228346457,1.37401574803,0.96062992126,3.56299212598,5.37401574803,2.97637795276,4.20866141732,2.91732283465,4.3937007874,2.92913385827,1.81102362205,4.8031496063
2013,2.75984251969,4.25196850394,2.8937007874,1.31102362205,8.00393700787,10.1102362205,2.84251968504,2.85433070866,2.95275590551,0.362204724409,3.15748031496,4.85039370079
2014,2.79527559055,5.48031496063,3.67322834646,7.85039370079,4.37007874016,4.25590551181,5.5905511811,2.25196850394,1.20866141732,5.77559055118,4.51181102362,6.03937007874
2015,5.22440944882,2.04330708661,4.72834645669,2.08267716535,1.85826771654,4.79133858268,3.97244094488,2.35039370079,3.27952755906,3.91338582677,2.0157480315,4.72440944882
2016,4.41338582677,4.4094488189,1.17322834646,1.61811023622,3.75590551181,2.59842519685,7.01968503937,1.97637795276,2.79527559055,4.14960629921,5.41338582677,2.88976377953
2017,4.82677165354,2.4842519685,5.25196850394,3.83858267717,6.38188976378,4.76771653543,4.18897637795,3.34251968504,2.00393700787,4.18503937008,,
